date,product_category,region,customer,sales_amount,cost,profit,margin
2025-08-01 19:19:52.800927,Home & Garden,East,Customer_026,282.44,189.84,92.6,32.78
2025-08-01 19:19:52.800927,Sports & Outdoors,North,Customer_036,246.65,149.17,97.48,39.52
2025-08-01 19:19:52.800927,Sports & Outdoors,Central,Customer_018,218.78,141.1,77.68,35.51
2025-08-01 19:19:52.800927,Home & Garden,West,Customer_011,118.91,82.26,36.66,30.83
2025-08-01 19:19:52.800927,Sports & Outdoors,East,Customer_025,89.29,62.5,26.79,30.0
2025-08-01 19:19:52.800927,Sports & Outdoors,East,Customer_031,32.33,19.82,12.51,38.7
2025-08-01 19:19:52.800927,Home & Garden,North,Customer_041,303.25,202.82,100.44,33.12
2025-08-01 19:19:52.800927,Electronics,East,Customer_009,853.87,513.3,340.57,39.89
2025-08-01 19:19:52.800927,Sports & Outdoors,West,Customer_003,279.57,177.83,101.74,36.39
2025-08-01 19:19:52.800927,Clothing,North,Customer_029,241.0,151.11,89.89,37.3
2025-08-01 19:19:52.800927,Food & Beverages,North,Customer_008,150.22,99.88,50.35,33.51
2025-08-01 19:19:52.800927,Sports & Outdoors,North,Customer_015,131.2,80.56,50.64,38.59
2025-08-02 19:19:52.800927,Clothing,South,Customer_016,147.82,89.06,58.75,39.75
2025-08-02 19:19:52.800927,Home & Garden,West,Customer_006,172.65,117.2,55.46,32.12
2025-08-02 19:19:52.800927,Sports & Outdoors,Central,Customer_038,154.53,103.85,50.69,32.8
2025-08-02 19:19:52.800927,Home & Garden,East,Customer_020,193.05,132.28,60.77,31.48
2025-08-02 19:19:52.800927,Food & Beverages,East,Customer_032,50.41,33.44,16.96,33.65
2025-08-02 19:19:52.800927,Home & Garden,Central,Customer_015,207.98,128.21,79.77,38.36
2025-08-02 19:19:52.800927,Food & Beverages,East,Customer_024,82.61,50.09,32.52,39.36
2025-08-02 19:19:52.800927,Home & Garden,South,Customer_039,59.01,36.34,22.68,38.43
2025-08-02 19:19:52.800927,Clothing,East,Customer_017,263.25,172.99,90.25,34.28
2025-08-02 19:19:52.800927,Electronics,South,Customer_036,205.29,134.39,70.9,34.54
2025-08-02 19:19:52.800927,Home & Garden,West,Customer_025,197.23,136.94,60.29,30.57
2025-08-02 19:19:52.800927,Food & Beverages,West,Customer_033,44.33,30.33,14.0,31.58
2025-08-02 19:19:52.800927,Sports & Outdoors,East,Customer_030,195.06,134.84,60.22,30.87
2025-08-02 19:19:52.800927,Clothing,South,Customer_023,89.67,58.91,30.77,34.31
2025-08-02 19:19:52.800927,Electronics,North,Customer_024,165.21,106.2,59.01,35.72
2025-08-02 19:19:52.800927,Food & Beverages,West,Customer_025,122.41,79.27,43.14,35.24
2025-08-02 19:19:52.800927,Clothing,North,Customer_007,295.55,193.7,101.85,34.46
2025-08-02 19:19:52.800927,Sports & Outdoors,West,Customer_002,194.71,128.65,66.06,33.93
2025-08-02 19:19:52.800927,Clothing,East,Customer_021,111.05,73.78,37.26,33.56
2025-08-02 19:19:52.800927,Clothing,North,Customer_016,217.1,130.38,86.72,39.95
2025-08-03 19:19:52.800927,Electronics,East,Customer_038,452.46,307.13,145.33,32.12
2025-08-03 19:19:52.800927,Home & Garden,South,Customer_037,257.51,178.05,79.46,30.86
2025-08-03 19:19:52.800927,Electronics,West,Customer_042,794.77,551.45,243.32,30.62
2025-08-03 19:19:52.800927,Sports & Outdoors,Central,Customer_037,146.71,91.6,55.12,37.57
2025-08-03 19:19:52.800927,Food & Beverages,North,Customer_002,64.68,44.84,19.84,30.68
2025-08-03 19:19:52.800927,Clothing,Central,Customer_040,238.31,156.58,81.73,34.3
2025-08-03 19:19:52.800927,Food & Beverages,West,Customer_044,52.62,35.34,17.28,32.83
2025-08-03 19:19:52.800927,Sports & Outdoors,West,Customer_013,295.01,200.13,94.88,32.16
2025-08-04 19:19:52.800927,Clothing,North,Customer_035,164.97,102.01,62.96,38.17
2025-08-04 19:19:52.800927,Electronics,West,Customer_028,886.45,565.44,321.01,36.21
2025-08-04 19:19:52.800927,Food & Beverages,South,Customer_028,58.49,36.78,21.71,37.12
2025-08-04 19:19:52.800927,Home & Garden,North,Customer_006,129.98,82.86,47.12,36.25
2025-08-04 19:19:52.800927,Sports & Outdoors,South,Customer_017,153.12,106.34,46.78,30.55
2025-08-04 19:19:52.800927,Electronics,North,Customer_044,605.13,368.84,236.29,39.05
2025-08-04 19:19:52.800927,Electronics,Central,Customer_049,564.47,377.62,186.85,33.1
2025-08-04 19:19:52.800927,Food & Beverages,Central,Customer_019,38.22,23.15,15.07,39.42
2025-08-04 19:19:52.800927,Electronics,West,Customer_022,394.72,268.77,125.96,31.91
2025-08-04 19:19:52.800927,Clothing,North,Customer_022,108.78,73.16,35.63,32.75
2025-08-04 19:19:52.800927,Clothing,Central,Customer_024,34.15,22.85,11.31,33.11
2025-08-05 19:19:52.800927,Sports & Outdoors,East,Customer_010,335.19,206.49,128.7,38.4
2025-08-05 19:19:52.800927,Sports & Outdoors,West,Customer_005,64.81,39.49,25.31,39.06
2025-08-05 19:19:52.800927,Home & Garden,West,Customer_004,210.16,128.06,82.1,39.06
2025-08-05 19:19:52.800927,Home & Garden,East,Customer_030,215.97,139.06,76.92,35.61
2025-08-05 19:19:52.800927,Clothing,North,Customer_043,10.0,6.92,3.08,30.85
2025-08-05 19:19:52.800927,Home & Garden,East,Customer_002,192.76,125.3,67.47,35.0
2025-08-06 19:19:52.800927,Clothing,Central,Customer_006,42.21,29.34,12.87,30.49
2025-08-06 19:19:52.800927,Electronics,West,Customer_004,644.36,397.55,246.81,38.3
2025-08-06 19:19:52.800927,Sports & Outdoors,South,Customer_018,378.27,252.83,125.44,33.16
2025-08-06 19:19:52.800927,Sports & Outdoors,North,Customer_009,417.35,266.76,150.59,36.08
2025-08-06 19:19:52.800927,Home & Garden,North,Customer_050,152.3,93.23,59.06,38.78
2025-08-06 19:19:52.800927,Clothing,West,Customer_010,127.78,78.46,49.32,38.6
2025-08-06 19:19:52.800927,Electronics,North,Customer_010,85.76,52.65,33.11,38.61
2025-08-06 19:19:52.800927,Food & Beverages,North,Customer_001,10.0,6.61,3.39,33.92
2025-08-06 19:19:52.800927,Sports & Outdoors,West,Customer_030,55.71,38.15,17.56,31.52
2025-08-06 19:19:52.800927,Food & Beverages,West,Customer_001,73.65,45.87,27.79,37.72
2025-08-06 19:19:52.800927,Sports & Outdoors,Central,Customer_043,155.29,104.81,50.47,32.5
2025-08-06 19:19:52.800927,Home & Garden,East,Customer_046,347.27,211.1,136.17,39.21
2025-08-07 19:19:52.800927,Sports & Outdoors,West,Customer_032,415.55,273.16,142.4,34.27
2025-08-07 19:19:52.800927,Home & Garden,North,Customer_033,407.33,245.29,162.04,39.78
2025-08-07 19:19:52.800927,Home & Garden,North,Customer_031,14.77,10.32,4.45,30.11
2025-08-07 19:19:52.800927,Clothing,East,Customer_015,33.42,21.25,12.17,36.41
2025-08-07 19:19:52.800927,Home & Garden,South,Customer_046,100.37,62.93,37.44,37.3
2025-08-07 19:19:52.800927,Home & Garden,South,Customer_026,57.33,36.03,21.3,37.15
2025-08-07 19:19:52.800927,Food & Beverages,West,Customer_036,15.47,9.9,5.57,36.01
2025-08-07 19:19:52.800927,Sports & Outdoors,West,Customer_040,259.47,177.64,81.83,31.54
2025-08-07 19:19:52.800927,Electronics,East,Customer_023,366.67,245.08,121.59,33.16
2025-08-07 19:19:52.800927,Clothing,North,Customer_044,148.06,93.48,54.58,36.86
2025-08-07 19:19:52.800927,Clothing,North,Customer_012,118.22,77.95,40.27,34.06
2025-08-07 19:19:52.800927,Sports & Outdoors,North,Customer_021,116.38,74.05,42.33,36.37
2025-08-07 19:19:52.800927,Food & Beverages,West,Customer_036,25.35,17.74,7.62,30.04
2025-08-07 19:19:52.800927,Clothing,South,Customer_044,10.0,6.65,3.35,33.52
2025-08-07 19:19:52.800927,Clothing,West,Customer_041,256.11,154.7,101.41,39.6
2025-08-07 19:19:52.800927,Sports & Outdoors,South,Customer_017,137.33,93.2,44.13,32.13
2025-08-07 19:19:52.800927,Electronics,East,Customer_034,331.54,228.33,103.21,31.13
2025-08-07 19:19:52.800927,Sports & Outdoors,West,Customer_015,312.74,217.28,95.46,30.52
2025-08-07 19:19:52.800927,Sports & Outdoors,South,Customer_043,274.92,178.68,96.24,35.01
2025-08-08 19:19:52.800927,Home & Garden,North,Customer_027,248.02,170.01,78.0,31.45
2025-08-08 19:19:52.800927,Sports & Outdoors,East,Customer_029,190.11,131.3,58.82,30.94
2025-08-08 19:19:52.800927,Home & Garden,East,Customer_016,96.7,66.57,30.13,31.16
2025-08-08 19:19:52.800927,Clothing,East,Customer_010,161.77,102.63,59.13,36.55
2025-08-08 19:19:52.800927,Sports & Outdoors,South,Customer_049,212.66,145.5,67.16,31.58
2025-08-08 19:19:52.800927,Sports & Outdoors,South,Customer_042,117.81,80.43,37.38,31.73
2025-08-08 19:19:52.800927,Electronics,North,Customer_019,409.24,285.74,123.5,30.18
2025-08-08 19:19:52.800927,Electronics,East,Customer_003,781.09,490.68,290.41,37.18
2025-08-08 19:19:52.800927,Electronics,West,Customer_043,435.86,296.7,139.15,31.93
2025-08-08 19:19:52.800927,Sports & Outdoors,Central,Customer_038,308.08,200.42,107.66,34.94
2025-08-08 19:19:52.800927,Electronics,Central,Customer_020,745.12,485.08,260.04,34.9
2025-08-08 19:19:52.800927,Clothing,Central,Customer_021,157.83,106.74,51.09,32.37
2025-08-08 19:19:52.800927,Electronics,North,Customer_031,248.97,155.26,93.71,37.64
2025-08-08 19:19:52.800927,Food & Beverages,West,Customer_026,107.25,72.64,34.61,32.27
2025-08-08 19:19:52.800927,Clothing,North,Customer_036,173.94,106.84,67.1,38.57
2025-08-08 19:19:52.800927,Home & Garden,West,Customer_044,257.95,171.62,86.33,33.47
2025-08-08 19:19:52.800927,Home & Garden,South,Customer_032,228.87,158.3,70.57,30.83
2025-08-08 19:19:52.800927,Clothing,West,Customer_017,262.55,163.17,99.38,37.85
2025-08-08 19:19:52.800927,Electronics,East,Customer_046,266.91,184.95,81.96,30.71
2025-08-08 19:19:52.800927,Sports & Outdoors,West,Customer_010,10.0,6.78,3.22,32.22
2025-08-08 19:19:52.800927,Sports & Outdoors,Central,Customer_032,10.0,6.08,3.92,39.23
2025-08-08 19:19:52.800927,Sports & Outdoors,East,Customer_004,208.13,127.41,80.72,38.78
2025-08-08 19:19:52.800927,Clothing,South,Customer_042,208.15,130.6,77.55,37.25
2025-08-09 19:19:52.800927,Clothing,West,Customer_028,69.51,46.96,22.54,32.43
2025-08-09 19:19:52.800927,Home & Garden,North,Customer_031,21.51,13.12,8.39,39.01
2025-08-09 19:19:52.800927,Sports & Outdoors,West,Customer_031,270.65,186.47,84.18,31.1
2025-08-09 19:19:52.800927,Home & Garden,North,Customer_001,204.31,140.95,63.36,31.01
2025-08-09 19:19:52.800927,Clothing,South,Customer_001,10.0,6.13,3.87,38.71
2025-08-09 19:19:52.800927,Food & Beverages,North,Customer_029,52.86,32.1,20.76,39.28
2025-08-09 19:19:52.800927,Home & Garden,South,Customer_029,163.12,110.45,52.67,32.29
2025-08-09 19:19:52.800927,Electronics,North,Customer_025,642.85,411.55,231.31,35.98
2025-08-09 19:19:52.800927,Clothing,South,Customer_017,216.75,145.31,71.44,32.96
2025-08-09 19:19:52.800927,Electronics,East,Customer_019,680.9,418.86,262.04,38.48
2025-08-09 19:19:52.800927,Food & Beverages,North,Customer_002,116.63,73.9,42.73,36.64
2025-08-09 19:19:52.800927,Clothing,Central,Customer_022,221.4,135.81,85.58,38.66
2025-08-09 19:19:52.800927,Sports & Outdoors,North,Customer_026,88.95,55.03,33.91,38.13
2025-08-09 19:19:52.800927,Clothing,East,Customer_020,179.62,114.21,65.41,36.42
2025-08-09 19:19:52.800927,Sports & Outdoors,Central,Customer_027,245.99,151.17,94.83,38.55
2025-08-09 19:19:52.800927,Home & Garden,West,Customer_018,143.98,100.44,43.54,30.24
2025-08-10 19:19:52.800927,Electronics,Central,Customer_035,402.06,259.34,142.72,35.5
2025-08-10 19:19:52.800927,Electronics,West,Customer_049,514.35,331.06,183.3,35.64
2025-08-10 19:19:52.800927,Electronics,North,Customer_040,170.35,105.48,64.87,38.08
2025-08-10 19:19:52.800927,Electronics,East,Customer_032,204.62,123.19,81.43,39.8
2025-08-10 19:19:52.800927,Clothing,South,Customer_014,220.78,139.97,80.8,36.6
2025-08-10 19:19:52.800927,Clothing,South,Customer_043,188.27,116.43,71.84,38.16
2025-08-10 19:19:52.800927,Home & Garden,Central,Customer_050,292.82,203.69,89.14,30.44
2025-08-10 19:19:52.800927,Sports & Outdoors,North,Customer_049,149.24,89.74,59.5,39.87
2025-08-10 19:19:52.800927,Home & Garden,Central,Customer_026,48.55,31.57,16.98,34.98
2025-08-10 19:19:52.800927,Electronics,East,Customer_022,333.55,201.38,132.17,39.63
2025-08-10 19:19:52.800927,Food & Beverages,East,Customer_039,93.0,58.0,35.0,37.63
2025-08-10 19:19:52.800927,Clothing,West,Customer_018,212.72,138.21,74.52,35.03
2025-08-10 19:19:52.800927,Sports & Outdoors,West,Customer_047,99.11,69.2,29.91,30.18
2025-08-10 19:19:52.800927,Electronics,East,Customer_039,638.96,400.58,238.37,37.31
2025-08-10 19:19:52.800927,Home & Garden,North,Customer_008,156.69,104.44,52.25,33.34
2025-08-11 19:19:52.800927,Home & Garden,Central,Customer_041,377.76,253.41,124.35,32.92
2025-08-11 19:19:52.800927,Food & Beverages,West,Customer_025,61.0,37.92,23.09,37.84
2025-08-11 19:19:52.800927,Sports & Outdoors,West,Customer_026,245.91,167.48,78.43,31.89
2025-08-11 19:19:52.800927,Home & Garden,East,Customer_020,91.5,60.15,31.35,34.26
2025-08-11 19:19:52.800927,Food & Beverages,East,Customer_047,74.48,46.57,27.91,37.48
2025-08-11 19:19:52.800927,Home & Garden,East,Customer_019,99.28,65.72,33.56,33.8
2025-08-11 19:19:52.800927,Food & Beverages,North,Customer_013,73.58,44.44,29.14,39.6
2025-08-11 19:19:52.800927,Clothing,East,Customer_022,281.94,178.31,103.63,36.75
2025-08-11 19:19:52.800927,Food & Beverages,East,Customer_049,123.41,77.25,46.16,37.41
2025-08-11 19:19:52.800927,Electronics,East,Customer_013,504.56,332.41,172.15,34.12
2025-08-11 19:19:52.800927,Home & Garden,Central,Customer_030,217.05,148.77,68.28,31.46
2025-08-11 19:19:52.800927,Food & Beverages,East,Customer_022,83.81,52.14,31.67,37.79
2025-08-11 19:19:52.800927,Sports & Outdoors,West,Customer_024,252.98,176.43,76.55,30.26
2025-08-11 19:19:52.800927,Electronics,Central,Customer_011,751.78,467.66,284.13,37.79
2025-08-11 19:19:52.800927,Home & Garden,West,Customer_003,176.4,106.73,69.67,39.5
2025-08-12 19:19:52.800927,Sports & Outdoors,East,Customer_040,189.04,119.97,69.07,36.54
2025-08-12 19:19:52.800927,Home & Garden,Central,Customer_028,257.54,173.21,84.33,32.74
2025-08-12 19:19:52.800927,Food & Beverages,North,Customer_046,55.16,36.29,18.86,34.2
2025-08-12 19:19:52.800927,Electronics,West,Customer_022,441.5,267.46,174.04,39.42
2025-08-12 19:19:52.800927,Electronics,North,Customer_041,434.51,265.45,169.06,38.91
2025-08-12 19:19:52.800927,Clothing,South,Customer_020,114.93,80.18,34.75,30.24
2025-08-12 19:19:52.800927,Sports & Outdoors,North,Customer_038,166.41,107.73,58.68,35.26
2025-08-12 19:19:52.800927,Sports & Outdoors,West,Customer_047,129.63,87.33,42.3,32.63
2025-08-12 19:19:52.800927,Clothing,East,Customer_044,262.54,164.71,97.83,37.26
2025-08-12 19:19:52.800927,Food & Beverages,North,Customer_023,82.14,53.42,28.72,34.96
2025-08-12 19:19:52.800927,Food & Beverages,East,Customer_018,33.55,21.84,11.71,34.89
2025-08-12 19:19:52.800927,Sports & Outdoors,Central,Customer_003,114.23,77.2,37.04,32.42
2025-08-12 19:19:52.800927,Electronics,North,Customer_005,465.45,288.38,177.07,38.04
2025-08-12 19:19:52.800927,Home & Garden,South,Customer_038,361.06,236.67,124.39,34.45
2025-08-12 19:19:52.800927,Sports & Outdoors,South,Customer_039,159.82,103.99,55.83,34.93
2025-08-12 19:19:52.800927,Sports & Outdoors,North,Customer_006,285.55,171.69,113.86,39.87
2025-08-12 19:19:52.800927,Food & Beverages,West,Customer_007,83.06,57.49,25.58,30.79
2025-08-12 19:19:52.800927,Clothing,South,Customer_026,117.6,71.74,45.85,38.99
2025-08-13 19:19:52.800927,Clothing,Central,Customer_024,94.09,65.57,28.52,30.31
2025-08-13 19:19:52.800927,Home & Garden,West,Customer_024,307.97,190.74,117.23,38.06
2025-08-13 19:19:52.800927,Home & Garden,North,Customer_050,198.89,121.27,77.62,39.03
2025-08-13 19:19:52.800927,Home & Garden,East,Customer_013,230.19,160.91,69.28,30.1
2025-08-13 19:19:52.800927,Electronics,South,Customer_045,664.38,413.57,250.81,37.75
2025-08-13 19:19:52.800927,Food & Beverages,Central,Customer_020,89.01,55.14,33.87,38.05
2025-08-13 19:19:52.800927,Home & Garden,Central,Customer_011,139.37,89.47,49.89,35.8
2025-08-13 19:19:52.800927,Clothing,East,Customer_040,140.72,96.67,44.05,31.3
2025-08-13 19:19:52.800927,Clothing,North,Customer_004,127.47,79.97,47.5,37.26
2025-08-13 19:19:52.800927,Home & Garden,North,Customer_047,331.23,228.88,102.35,30.9
2025-08-13 19:19:52.800927,Electronics,North,Customer_006,214.03,143.54,70.48,32.93
2025-08-13 19:19:52.800927,Clothing,Central,Customer_042,134.68,91.11,43.57,32.35
2025-08-13 19:19:52.800927,Sports & Outdoors,South,Customer_015,166.75,116.1,50.64,30.37
2025-08-13 19:19:52.800927,Electronics,West,Customer_021,704.48,447.61,256.87,36.46
2025-08-13 19:19:52.800927,Clothing,Central,Customer_005,10.0,6.63,3.37,33.75
2025-08-14 19:19:52.800927,Food & Beverages,South,Customer_023,71.2,43.29,27.9,39.19
2025-08-14 19:19:52.800927,Food & Beverages,East,Customer_006,76.3,46.26,30.03,39.36
2025-08-14 19:19:52.800927,Electronics,West,Customer_013,275.85,179.39,96.46,34.97
2025-08-14 19:19:52.800927,Sports & Outdoors,West,Customer_005,41.07,27.61,13.47,32.79
2025-08-14 19:19:52.800927,Food & Beverages,North,Customer_018,59.75,36.24,23.5,39.34
2025-08-14 19:19:52.800927,Clothing,East,Customer_020,193.11,131.72,61.39,31.79
2025-08-14 19:19:52.800927,Food & Beverages,North,Customer_047,123.5,84.74,38.76,31.38
2025-08-14 19:19:52.800927,Home & Garden,South,Customer_028,208.62,141.68,66.94,32.09
2025-08-14 19:19:52.800927,Home & Garden,South,Customer_001,371.42,228.71,142.7,38.42
2025-08-14 19:19:52.800927,Clothing,East,Customer_022,18.39,12.83,5.56,30.24
2025-08-14 19:19:52.800927,Sports & Outdoors,East,Customer_049,278.43,193.63,84.8,30.46
2025-08-14 19:19:52.800927,Home & Garden,Central,Customer_011,55.73,37.66,18.07,32.42
2025-08-15 19:19:52.800927,Sports & Outdoors,East,Customer_026,197.45,121.28,76.17,38.58
2025-08-15 19:19:52.800927,Home & Garden,West,Customer_005,318.52,202.67,115.85,36.37
2025-08-15 19:19:52.800927,Electronics,West,Customer_043,389.32,234.43,154.89,39.78
2025-08-15 19:19:52.800927,Food & Beverages,East,Customer_029,99.51,69.39,30.12,30.27
2025-08-15 19:19:52.800927,Clothing,South,Customer_025,178.33,108.17,70.16,39.34
2025-08-15 19:19:52.800927,Clothing,East,Customer_026,99.67,65.01,34.65,34.77
2025-08-15 19:19:52.800927,Electronics,West,Customer_014,392.6,273.24,119.36,30.4
2025-08-15 19:19:52.800927,Clothing,North,Customer_040,190.7,115.04,75.66,39.68
2025-08-15 19:19:52.800927,Electronics,North,Customer_034,571.62,379.17,192.45,33.67
2025-08-15 19:19:52.800927,Home & Garden,Central,Customer_046,115.12,80.14,34.98,30.39
2025-08-15 19:19:52.800927,Home & Garden,Central,Customer_046,225.79,141.21,84.58,37.46
2025-08-15 19:19:52.800927,Food & Beverages,North,Customer_021,137.86,83.58,54.28,39.37
2025-08-15 19:19:52.800927,Electronics,South,Customer_050,574.26,372.16,202.11,35.19
2025-08-16 19:19:52.800927,Electronics,Central,Customer_015,699.03,484.6,214.43,30.68
2025-08-16 19:19:52.800927,Clothing,East,Customer_007,10.0,6.22,3.78,37.81
2025-08-16 19:19:52.800927,Food & Beverages,East,Customer_003,114.89,70.88,44.02,38.31
2025-08-16 19:19:52.800927,Clothing,West,Customer_033,80.39,51.25,29.14,36.25
2025-08-16 19:19:52.800927,Clothing,North,Customer_038,107.71,73.99,33.73,31.31
2025-08-16 19:19:52.800927,Food & Beverages,Central,Customer_002,83.55,57.71,25.84,30.92
2025-08-16 19:19:52.800927,Home & Garden,West,Customer_050,218.66,151.91,66.75,30.53
2025-08-17 19:19:52.800927,Clothing,East,Customer_020,107.47,71.16,36.31,33.79
2025-08-17 19:19:52.800927,Food & Beverages,South,Customer_018,88.74,57.6,31.15,35.1
2025-08-17 19:19:52.800927,Clothing,East,Customer_019,246.66,148.89,97.77,39.64
2025-08-17 19:19:52.800927,Sports & Outdoors,West,Customer_045,179.48,112.1,67.38,37.54
2025-08-17 19:19:52.800927,Sports & Outdoors,South,Customer_040,275.86,172.61,103.25,37.43
2025-08-17 19:19:52.800927,Clothing,Central,Customer_048,112.28,73.33,38.95,34.69
2025-08-17 19:19:52.800927,Sports & Outdoors,Central,Customer_039,129.46,87.14,42.31,32.69
2025-08-17 19:19:52.800927,Home & Garden,North,Customer_047,190.24,116.03,74.2,39.01
2025-08-17 19:19:52.800927,Home & Garden,West,Customer_032,241.07,166.53,74.54,30.92
2025-08-17 19:19:52.800927,Electronics,East,Customer_048,437.91,297.06,140.85,32.16
2025-08-17 19:19:52.800927,Sports & Outdoors,East,Customer_027,12.81,8.31,4.51,35.17
2025-08-17 19:19:52.800927,Home & Garden,East,Customer_042,295.83,201.9,93.92,31.75
2025-08-17 19:19:52.800927,Sports & Outdoors,Central,Customer_026,130.9,83.48,47.43,36.23
2025-08-17 19:19:52.800927,Food & Beverages,North,Customer_044,130.7,91.06,39.64,30.33
2025-08-17 19:19:52.800927,Home & Garden,North,Customer_001,397.57,264.46,133.11,33.48
2025-08-17 19:19:52.800927,Sports & Outdoors,West,Customer_017,98.35,60.66,37.69,38.32
2025-08-18 19:19:52.800927,Food & Beverages,Central,Customer_015,63.4,42.02,21.39,33.73
2025-08-18 19:19:52.800927,Home & Garden,North,Customer_044,132.91,92.92,40.0,30.09
2025-08-18 19:19:52.800927,Home & Garden,Central,Customer_011,130.5,84.99,45.51,34.88
2025-08-18 19:19:52.800927,Food & Beverages,North,Customer_029,77.19,47.41,29.78,38.58
2025-08-18 19:19:52.800927,Food & Beverages,Central,Customer_021,70.84,43.04,27.8,39.24
2025-08-18 19:19:52.800927,Clothing,Central,Customer_034,139.57,86.78,52.79,37.82
2025-08-18 19:19:52.800927,Home & Garden,East,Customer_017,397.46,267.42,130.04,32.72
2025-08-18 19:19:52.800927,Sports & Outdoors,East,Customer_037,126.06,79.87,46.19,36.64
2025-08-18 19:19:52.800927,Home & Garden,West,Customer_016,298.65,190.51,108.15,36.21
2025-08-18 19:19:52.800927,Sports & Outdoors,Central,Customer_005,197.18,131.88,65.3,33.12
2025-08-18 19:19:52.800927,Electronics,North,Customer_013,445.15,271.33,173.83,39.05
2025-08-18 19:19:52.800927,Clothing,East,Customer_029,20.15,12.28,7.87,39.05
2025-08-18 19:19:52.800927,Home & Garden,East,Customer_039,92.33,60.68,31.65,34.28
2025-08-18 19:19:52.800927,Home & Garden,West,Customer_027,26.97,17.36,9.61,35.63
2025-08-19 19:19:52.800927,Food & Beverages,South,Customer_036,42.81,26.4,16.41,38.34
2025-08-19 19:19:52.800927,Electronics,East,Customer_050,606.36,421.89,184.47,30.42
2025-08-19 19:19:52.800927,Sports & Outdoors,West,Customer_036,172.38,114.89,57.5,33.35
2025-08-19 19:19:52.800927,Food & Beverages,East,Customer_017,30.3,18.84,11.46,37.83
2025-08-19 19:19:52.800927,Food & Beverages,North,Customer_049,116.8,72.82,43.97,37.65
2025-08-19 19:19:52.800927,Sports & Outdoors,Central,Customer_046,287.75,178.28,109.47,38.04
2025-08-19 19:19:52.800927,Home & Garden,North,Customer_020,175.21,120.94,54.28,30.98
2025-08-19 19:19:52.800927,Sports & Outdoors,East,Customer_029,40.25,25.66,14.6,36.27
2025-08-19 19:19:52.800927,Home & Garden,South,Customer_046,302.16,198.73,103.43,34.23
2025-08-20 19:19:52.800927,Electronics,North,Customer_023,803.62,523.83,279.79,34.82
2025-08-20 19:19:52.800927,Electronics,West,Customer_004,755.93,506.89,249.03,32.94
2025-08-20 19:19:52.800927,Food & Beverages,Central,Customer_018,122.06,74.21,47.85,39.2
2025-08-20 19:19:52.800927,Clothing,South,Customer_044,195.59,134.84,60.75,31.06
2025-08-20 19:19:52.800927,Clothing,Central,Customer_008,254.41,168.16,86.25,33.9
2025-08-20 19:19:52.800927,Electronics,South,Customer_044,468.81,324.21,144.6,30.84
2025-08-20 19:19:52.800927,Sports & Outdoors,East,Customer_049,152.14,98.01,54.13,35.58
2025-08-20 19:19:52.800927,Food & Beverages,Central,Customer_005,50.74,33.41,17.33,34.15
2025-08-20 19:19:52.800927,Home & Garden,West,Customer_002,169.14,110.52,58.62,34.66
2025-08-20 19:19:52.800927,Sports & Outdoors,Central,Customer_015,242.11,152.35,89.76,37.07
2025-08-20 19:19:52.800927,Clothing,North,Customer_007,162.29,100.45,61.84,38.11
2025-08-20 19:19:52.800927,Electronics,North,Customer_038,205.21,142.84,62.36,30.39
2025-08-20 19:19:52.800927,Sports & Outdoors,Central,Customer_032,212.7,139.89,72.8,34.23
2025-08-21 19:19:52.800927,Home & Garden,South,Customer_033,182.23,115.26,66.97,36.75
2025-08-21 19:19:52.800927,Sports & Outdoors,East,Customer_011,247.0,164.41,82.59,33.44
2025-08-21 19:19:52.800927,Electronics,South,Customer_003,792.55,514.73,277.82,35.05
2025-08-21 19:19:52.800927,Food & Beverages,West,Customer_026,28.46,17.85,10.61,37.28
2025-08-21 19:19:52.800927,Sports & Outdoors,Central,Customer_041,150.32,101.04,49.28,32.79
2025-08-21 19:19:52.800927,Home & Garden,West,Customer_012,272.05,174.34,97.71,35.92
2025-08-21 19:19:52.800927,Home & Garden,East,Customer_033,361.65,220.95,140.7,38.91
2025-08-21 19:19:52.800927,Food & Beverages,South,Customer_025,106.95,72.46,34.49,32.25
2025-08-21 19:19:52.800927,Food & Beverages,East,Customer_018,49.99,34.47,15.52,31.04
2025-08-21 19:19:52.800927,Sports & Outdoors,West,Customer_030,102.56,71.64,30.92,30.15
2025-08-21 19:19:52.800927,Home & Garden,Central,Customer_030,240.89,148.6,92.29,38.31
2025-08-21 19:19:52.800927,Home & Garden,South,Customer_024,190.46,122.91,67.55,35.47
2025-08-21 19:19:52.800927,Sports & Outdoors,North,Customer_031,307.64,196.54,111.1,36.11
2025-08-21 19:19:52.800927,Home & Garden,Central,Customer_037,128.53,77.49,51.04,39.71
2025-08-21 19:19:52.800927,Sports & Outdoors,East,Customer_022,377.41,229.88,147.53,39.09
2025-08-22 19:19:52.800927,Home & Garden,Central,Customer_023,57.44,39.36,18.08,31.47
2025-08-22 19:19:52.800927,Clothing,East,Customer_006,112.05,77.31,34.74,31.0
2025-08-22 19:19:52.800927,Clothing,Central,Customer_048,194.55,118.02,76.53,39.34
2025-08-22 19:19:52.800927,Electronics,South,Customer_024,10.0,6.72,3.28,32.85
2025-08-22 19:19:52.800927,Food & Beverages,West,Customer_010,22.96,14.71,8.25,35.94
2025-08-22 19:19:52.800927,Electronics,West,Customer_012,35.15,23.69,11.46,32.61
